pdb_id,step,sigma,n_samples,ca_rmsd_to_final_mean,ca_rmsd_to_final_sd,ca_rmsd_to_native_mean,ca_rmsd_to_native_sd,ca_rmsd_step_delta_mean
9EJG,58,361.089,5,310.8815,4.5973,311.6987,4.2702,367.3899
9EJG,59,347.251,5,297.2686,5.5157,297.7052,5.5147,358.5296
9EJG,60,333.87,5,283.0967,3.2850,283.5584,3.0405,337.1180
9EJG,61,320.934,5,270.5879,2.8815,270.9864,3.0433,329.4798
9EJG,62,308.43,5,260.4849,4.3600,261.0674,4.5228,314.2588
9EJG,63,296.345,5,256.3899,6.7832,256.1552,6.5435,301.2247
9EJG,64,284.669,5,242.9693,4.3470,243.2375,4.3661,289.3604
9EJG,65,273.389,5,233.1919,4.0967,233.3742,4.3685,283.0586
9EJG,66,262.495,5,225.0754,3.0956,225.5729,2.9626,273.6891
9EJG,67,251.974,5,213.8883,3.7525,214.7943,3.8459,257.7851
9EJG,68,241.818,5,209.1926,3.1023,209.8372,3.2947,248.4728
9EJG,69,232.014,5,197.6380,1.4532,198.2408,1.3082,235.7147
9EJG,70,222.553,5,191.7806,2.0040,192.4463,2.0231,227.1091
9EJG,71,213.425,5,180.2496,2.8439,180.6689,3.1136,217.4775
9EJG,72,204.619,5,176.5515,3.8713,177.4837,3.7544,209.0544
9EJG,73,196.127,5,166.4639,1.8670,167.4914,1.7764,202.0318
9EJG,74,187.938,5,159.6873,3.1482,160.5681,2.7804,192.9819
9EJG,75,180.045,5,152.8858,2.6861,154.2798,2.3197,182.8645
9EJG,76,172.437,5,147.6508,1.6728,148.9907,1.9077,174.1560
9EJG,77,165.106,5,140.8373,0.9886,141.8470,1.4193,170.9725
9EJG,78,158.045,5,133.0984,4.0434,134.3351,3.9825,159.2665
9EJG,79,151.243,5,127.6094,2.3197,129.1368,2.1778,155.4768
9EJG,80,144.695,5,123.7204,3.2928,125.3225,3.2527,146.9608
9EJG,81,138.39,5,118.9728,1.8564,120.4115,1.9745,140.9794
9EJG,82,132.323,5,109.6529,1.4823,111.1649,1.2742,133.7746
9EJG,83,126.485,5,107.3766,2.3620,108.8033,2.0666,127.5601
9EJG,84,120.869,5,101.9645,2.0122,103.5934,1.8581,123.3987
9EJG,85,115.469,5,98.1100,2.2486,99.7741,2.4606,117.4458
9EJG,86,110.276,5,92.6231,1.8089,94.7384,1.7072,112.0476
9EJG,87,105.285,5,88.4414,1.4738,90.4189,2.0105,105.9248
9EJG,88,100.489,5,84.6390,1.9318,87.1265,1.7240,101.9970
9EJG,89,95.8813,5,80.0550,1.2928,82.2380,0.9093,97.6707
9EJG,90,91.4559,5,76.3226,1.4168,78.8092,1.1221,92.2009
9EJG,91,87.2068,5,72.9298,0.9005,74.7438,0.8466,87.5390
9EJG,92,83.1281,5,69.6817,1.3882,72.1427,1.2232,84.2544
9EJG,93,79.2139,5,65.9243,1.4131,68.5717,1.5986,79.3230
9EJG,94,75.4588,5,63.2891,1.1499,65.8108,1.2883,76.2727
9EJG,95,71.8574,5,60.3867,1.4568,63.7141,1.2727,72.4280
9EJG,96,68.4042,5,57.2251,1.3614,60.1367,1.3185,68.7477
9EJG,97,65.0944,5,54.5315,1.1603,58.0055,1.2508,66.4272
9EJG,98,61.9226,5,52.5262,0.7577,56.1113,0.4523,62.5885
9EJG,99,58.8844,5,48.5269,0.9384,51.9831,0.9937,59.6743
9EJG,100,55.9748,5,46.8211,0.8427,50.3369,0.7414,56.5864
9EJG,101,53.1893,5,44.6905,0.8046,48.1907,0.7159,53.6214
9EJG,102,50.5235,5,42.1785,1.1181,46.1785,0.9166,51.0777
9EJG,103,47.9731,5,39.7812,0.8015,43.9184,0.5064,48.2413
9EJG,104,45.5338,5,38.0722,0.3614,42.5737,0.8322,45.3185
9EJG,105,43.2016,5,35.6039,1.0637,40.3744,1.1144,43.2217
9EJG,106,40.9725,5,34.4700,0.4925,39.0006,0.3924,40.8414
9EJG,107,38.8428,5,32.1180,0.5747,36.9912,0.7820,38.8817
9EJG,108,36.8086,5,30.9896,0.6247,35.9419,0.7872,37.5336
9EJG,109,34.8665,5,29.3527,0.7802,34.5791,0.8457,35.4543
9EJG,110,33.0129,5,26.8667,0.5329,32.9187,0.4221,32.7006
9EJG,111,31.2443,5,25.5923,0.4164,32.1236,0.2823,31.4852
9EJG,112,29.5577,5,24.4103,0.4703,30.8276,0.4837,29.2150
9EJG,113,27.9497,5,23.1759,0.3212,29.9712,0.2828,28.2136
9EJG,114,26.4172,5,21.6209,0.2201,28.2774,0.3388,26.5265
9EJG,115,24.9573,5,20.5395,0.3847,27.9021,0.4791,24.7290
9EJG,116,23.5672,5,19.4963,0.8713,26.9888,0.6937,24.0158
9EJG,117,22.2439,5,18.2305,0.3351,26.5518,0.5440,22.1552
9EJG,118,20.9849,5,17.4769,0.3870,25.8136,0.3065,20.9342
9EJG,119,19.7874,5,16.0242,0.2207,25.0433,0.3757,19.7783
9EJG,120,18.649,5,15.3163,0.3527,24.4031,0.3856,18.5345
9EJG,121,17.5672,5,14.5584,0.2724,23.9074,0.3414,17.5243
9EJG,122,16.5396,5,13.3349,0.1858,23.1450,0.2175,16.5294
9EJG,123,15.564,5,12.5468,0.2670,23.0058,0.3543,15.3747
9EJG,124,14.6382,5,12.0296,0.1890,22.8115,0.1354,14.4550
9EJG,125,13.7599,5,11.1017,0.3074,22.2114,0.2649,13.7773
9EJG,126,12.9272,5,10.7128,0.2123,22.0110,0.2547,12.8610
9EJG,127,12.1381,5,9.9682,0.2971,21.5865,0.4094,12.1969
9EJG,128,11.3907,5,9.3633,0.0945,21.4400,0.2477,11.4611
9EJG,129,10.683,5,8.4823,0.1302,20.8647,0.1913,10.7191
9EJG,130,10.0134,5,8.0583,0.0402,20.8803,0.2590,9.8629
9EJG,131,9.38004,5,7.6196,0.2744,20.6891,0.2465,9.3621
9EJG,132,8.78137,5,7.1773,0.1483,20.4916,0.2012,8.7895
9EJG,133,8.21574,5,6.6909,0.0877,20.3620,0.0582,8.1462
9EJG,134,7.68164,5,6.3009,0.0931,20.2661,0.2450,7.6719
9EJG,135,7.17757,5,5.9211,0.0985,20.0898,0.0705,7.0542
9EJG,136,6.70213,5,5.5179,0.1097,19.9884,0.1909,6.7326
9EJG,137,6.25395,5,5.1301,0.1109,19.8350,0.2056,6.2508
9EJG,138,5.8317,5,4.7352,0.1286,19.7430,0.1662,5.7719
9EJG,139,5.43412,5,4.5041,0.0804,19.7062,0.1739,5.3858
9EJG,140,5.06001,5,4.1746,0.1039,19.6208,0.0798,5.0794
9EJG,141,4.7082,5,3.8324,0.1266,19.5538,0.1013,4.5959
9EJG,142,4.37757,5,3.5909,0.0942,19.5179,0.0749,4.3581
9EJG,143,4.06704,5,3.3410,0.0613,19.3874,0.1482,4.0501
9EJG,144,3.77558,5,3.0593,0.0385,19.4136,0.1040,3.7380
9EJG,145,3.50222,5,2.8522,0.0767,19.4051,0.0741,3.3908
9EJG,146,3.246,5,2.6966,0.0648,19.3895,0.0908,3.2141
9EJG,147,3.00601,5,2.4276,0.0381,19.3849,0.0648,3.0167
9EJG,148,2.7814,5,2.2655,0.0495,19.3509,0.0418,2.7849
9EJG,149,2.57133,5,2.1164,0.0383,19.3235,0.0877,2.5419
9EJG,150,2.37501,5,1.9198,0.0274,19.2783,0.1003,2.3450
9EJG,151,2.19168,5,1.7791,0.0532,19.2564,0.0483,2.1637
9EJG,152,2.02061,5,1.6108,0.0156,19.2529,0.0953,1.9845
9EJG,153,1.86112,5,1.5138,0.0329,19.2460,0.0712,1.8249
9EJG,154,1.71255,5,1.3805,0.0150,19.2313,0.0489,1.6970
9EJG,155,1.57426,5,1.2780,0.0364,19.1881,0.0629,1.5627
9EJG,156,1.44565,5,1.1680,0.0077,19.2369,0.0479,1.4413
9EJG,157,1.32616,5,1.0691,0.0183,19.2368,0.0651,1.3037
9EJG,158,1.21523,5,0.9764,0.0196,19.2040,0.0617,1.1889
9EJG,159,1.11236,5,0.8769,0.0081,19.2044,0.0546,1.0968
9EJG,160,1.01704,5,0.8019,0.0127,19.2033,0.0595,1.0061
9EJG,161,0.928804,5,0.6974,0.0111,19.2010,0.0573,0.1047
9EJG,162,0.847218,5,0.6054,0.0097,19.1993,0.0552,0.0922
9EJG,163,0.771854,5,0.5246,0.0084,19.1982,0.0534,0.0811
9EJG,164,0.702309,5,0.4535,0.0074,19.1977,0.0520,0.0713
9EJG,165,0.638207,5,0.3914,0.0063,19.1975,0.0508,0.0624
9EJG,166,0.579186,5,0.3371,0.0054,19.1975,0.0497,0.0545
9EJG,167,0.524908,5,0.2896,0.0047,19.1975,0.0489,0.0477
9EJG,168,0.475048,5,0.2483,0.0040,19.1978,0.0482,0.0415
9EJG,169,0.429305,5,0.2124,0.0035,19.1981,0.0477,0.0361
9EJG,170,0.38739,5,0.1813,0.0030,19.1984,0.0473,0.0314
9EJG,171,0.349033,5,0.1544,0.0026,19.1987,0.0468,0.0271
9EJG,172,0.313979,5,0.1311,0.0022,19.1990,0.0465,0.0234
9EJG,173,0.281986,5,0.1111,0.0018,19.1993,0.0462,0.0203
9EJG,174,0.252829,5,0.0939,0.0015,19.1995,0.0461,0.0174
9EJG,175,0.226295,5,0.0792,0.0013,19.1997,0.0459,0.0150
9EJG,176,0.202186,5,0.0666,0.0011,19.1999,0.0458,0.0128
9EJG,177,0.180312,5,0.0560,0.0009,19.2002,0.0456,0.0109
9EJG,178,0.160499,5,0.0469,0.0007,19.2003,0.0456,0.0094
9EJG,179,0.142582,5,0.0392,0.0006,19.2005,0.0455,0.0080
9EJG,180,0.126407,5,0.0328,0.0005,19.2006,0.0454,0.0068
9EJG,181,0.111832,5,0.0273,0.0004,19.2007,0.0453,0.0058
9EJG,182,0.0987208,5,0.0228,0.0003,19.2009,0.0452,0.0049
9EJG,183,0.0869503,5,0.0189,0.0002,19.2009,0.0452,0.0042
9EJG,184,0.0764038,5,0.0157,0.0001,19.2010,0.0451,0.0036
9EJG,185,0.0669735,5,0.0131,0.0001,19.2011,0.0451,0.0030
9EJG,186,0.0585587,5,0.0109,0.0001,19.2011,0.0451,0.0027
9EJG,187,0.0510671,5,0.0091,0.0001,19.2011,0.0451,0.0023
9EJG,188,0.0444124,5,0.0075,0.0001,19.2011,0.0451,0.0020
9EJG,189,0.0385154,5,0.0063,0.0001,19.2011,0.0450,0.0017
9EJG,190,0.0333026,5,0.0052,0.0001,19.2011,0.0450,0.0015
9EJG,191,0.0287066,5,0.0043,0.0001,19.2011,0.0450,0.0013
9EJG,192,0.0246654,5,0.0036,0.0001,19.2011,0.0450,0.0012
9EJG,193,0.021122,5,0.0029,0.0000,19.2011,0.0450,0.0011
9EJG,194,0.0180242,5,0.0025,0.0000,19.2011,0.0450,0.0010
9EJG,195,0.0153242,5,0.0020,0.0001,19.2011,0.0450,0.0009
9EJG,196,0.0129786,5,0.0016,0.0001,19.2010,0.0450,0.0009
9EJG,197,0.0109477,5,0.0013,0.0001,19.2010,0.0450,0.0008
9EJG,198,0.00919558,5,0.0009,0.0000,19.2010,0.0450,0.0007
9EJG,199,0.00768951,5,0.0006,0.0000,19.2010,0.0450,0.0007
9EJG,200,0.00640001,5,0.0000,0.0000,19.2010,0.0450,0.0006
9J4T,1,2485.54,5,2475.6057,44.3653,2475.2353,45.6915,
9J4T,2,2412.94,5,2144.8033,27.4697,2144.5596,26.0536,2615.2802
9J4T,3,2342.16,5,2049.9628,28.6757,2046.4160,26.3135,2447.5563
9J4T,4,2273.18,5,1998.0090,67.7763,1998.9922,69.6851,2357.9009
9J4T,5,2205.94,5,1921.2460,44.1405,1921.7241,44.1942,2304.9975
9J4T,6,2140.41,5,1885.2297,27.5236,1886.4153,27.9585,2198.4487
9J4T,7,2076.56,5,1793.3927,41.6543,1794.6647,42.4142,2122.8860
9J4T,8,2014.35,5,1775.9793,30.9112,1777.6228,31.1828,2082.7544
9J4T,9,1953.74,5,1722.7578,41.2245,1720.4479,41.9724,2023.9644
9J4T,10,1894.71,5,1639.1315,31.7054,1639.8807,32.6386,1947.3673
9J4T,11,1837.2,5,1573.7218,25.3448,1573.7540,25.1028,1894.6230
9J4T,12,1781.21,5,1557.3065,21.7851,1555.9828,20.9686,1849.3327
9J4T,13,1726.68,5,1507.4049,43.7958,1507.8184,44.4979,1769.1369
9J4T,14,1673.58,5,1434.2261,19.6771,1434.6213,20.3749,1718.7576
9J4T,15,1621.9,5,1405.2706,25.1192,1404.4694,24.9308,1666.8017
9J4T,16,1571.58,5,1361.8121,9.6947,1361.7735,10.1505,1617.5141
9J4T,17,1522.62,5,1321.6782,27.3151,1321.1153,27.4194,1560.9671
9J4T,18,1474.96,5,1275.5467,37.8226,1275.5244,37.7237,1533.7263
9J4T,19,1428.59,5,1233.2450,13.8409,1233.2661,12.9558,1469.4932
9J4T,20,1383.47,5,1200.3838,23.7493,1201.1193,23.0039,1420.1393
9J4T,21,1339.59,5,1150.2433,20.1118,1149.6367,21.7848,1346.1342
9J4T,22,1296.9,5,1130.2327,25.7335,1129.7607,26.5728,1323.4942
9J4T,23,1255.38,5,1091.7697,16.8826,1091.7756,18.0168,1308.7341
9J4T,24,1215,5,1060.8005,35.3083,1060.5946,35.0688,1254.0248
9J4T,25,1175.75,5,998.0363,31.0928,998.2056,31.8549,1202.2091
9J4T,26,1137.58,5,978.3120,23.6098,978.3050,24.0195,1166.0138
9J4T,27,1100.49,5,953.9701,18.4224,954.8403,18.2172,1140.2595
9J4T,28,1064.43,5,923.0752,7.4191,922.6138,6.5768,1079.9322
9J4T,29,1029.39,5,898.9462,5.5141,899.3675,6.7079,1072.4535
9J4T,30,995.349,5,871.9042,10.5927,872.6439,10.7519,1043.1131
9J4T,31,962.275,5,843.3025,12.1811,843.6125,11.4244,1010.7547
9J4T,32,930.147,5,818.1645,11.5933,818.1682,11.5709,969.7540
9J4T,33,898.942,5,778.5884,13.0581,778.2923,14.1096,930.3742
9J4T,34,868.639,5,747.1024,15.7434,746.6151,15.3513,891.5061
9J4T,35,839.216,5,712.9949,11.1978,713.3107,11.7007,859.4919
9J4T,36,810.652,5,695.3085,11.2493,694.7318,11.0544,832.0913
9J4T,37,782.924,5,669.4319,8.6208,669.1411,7.8952,795.9506
9J4T,38,756.014,5,665.0479,13.0949,665.0749,12.5856,778.4110
9J4T,39,729.901,5,628.6428,16.5682,628.9574,16.6758,746.5388
9J4T,40,704.564,5,603.0188,9.5776,603.1688,9.6659,728.6577
9J4T,41,679.985,5,585.8743,11.2150,586.2373,11.1956,695.0665
9J4T,42,656.145,5,566.3174,12.1326,566.1501,12.4068,680.3783
9J4T,43,633.025,5,542.9442,11.3429,543.4716,11.4870,655.0864
9J4T,44,610.606,5,525.8669,7.9744,525.8125,8.1551,633.2112
9J4T,45,588.872,5,503.6964,11.3524,503.9013,11.6250,602.0770
9J4T,46,567.804,5,482.8811,1.9355,482.9652,1.3426,589.1405
9J4T,47,547.386,5,467.8233,8.3427,467.5041,7.8663,556.0896
9J4T,48,527.6,5,452.6441,9.6079,452.3162,10.3519,540.7493
9J4T,49,508.43,5,438.7105,10.4589,438.9815,10.3533,527.8138
9J4T,50,489.861,5,423.2668,5.7119,423.6137,5.9501,497.8325
9J4T,51,471.875,5,409.7740,7.1214,409.4443,7.0030,490.6474
9J4T,52,454.46,5,392.8865,6.6288,392.7527,5.8860,469.1781
9J4T,53,437.597,5,377.9331,11.5362,378.0734,11.3228,449.3612
9J4T,54,421.274,5,364.4054,8.7789,364.6810,8.9141,433.4186
9J4T,55,405.476,5,347.9832,2.6579,348.1464,2.8060,419.2934
9J4T,56,390.188,5,334.1369,7.2360,333.8321,7.1646,394.3477
9J4T,57,375.397,5,319.7436,3.3450,319.5902,3.5262,381.6587
9J4T,58,361.089,5,305.4386,6.0764,305.3870,5.9074,368.4738
9J4T,59,347.251,5,297.6308,5.3621,297.7179,5.6061,350.9604
9J4T,60,333.87,5,283.2498,3.6330,283.5070,3.7169,338.1902
9J4T,61,320.934,5,270.5055,4.1731,270.6047,4.3198,328.5784
9J4T,62,308.43,5,262.7305,4.2803,262.7549,4.4074,311.8091
9J4T,63,296.345,5,256.0602,5.4638,255.9929,5.3925,306.8995
9J4T,64,284.669,5,245.6515,5.4533,245.8237,5.4109,293.3256
9J4T,65,273.389,5,233.3186,2.8459,233.3955,2.8007,284.6676
9J4T,66,262.495,5,221.1846,2.8622,221.3468,2.9898,267.5192
9J4T,67,251.974,5,216.2159,4.7324,216.3051,4.8893,258.4346
9J4T,68,241.818,5,206.7925,2.6766,206.8646,2.9189,248.5066
9J4T,69,232.014,5,195.6123,2.9321,195.7275,2.9338,236.6756
9J4T,70,222.553,5,189.3231,3.5889,189.2983,3.6314,223.3441
9J4T,71,213.425,5,183.6550,4.1979,183.5830,4.3099,218.1614
9J4T,72,204.619,5,172.0464,4.4107,171.9171,4.2520,208.3851
9J4T,73,196.127,5,167.4368,4.2349,167.4135,4.5431,201.8507
9J4T,74,187.938,5,158.3881,3.7092,158.4937,3.7289,190.5351
9J4T,75,180.045,5,154.3893,4.7231,154.4799,4.7045,181.0484
9J4T,76,172.437,5,146.9222,1.9313,147.0837,1.9516,175.5254
9J4T,77,165.106,5,140.8914,1.4163,140.9434,1.5094,168.2951
9J4T,78,158.045,5,133.3134,2.1462,133.4541,2.1424,163.0497
9J4T,79,151.243,5,128.7266,1.5799,128.6787,1.5523,154.4237
9J4T,80,144.695,5,123.5157,1.8958,123.3219,2.1072,148.6404
9J4T,81,138.39,5,116.9317,1.7355,116.9902,1.9340,143.7091
9J4T,82,132.323,5,112.3819,2.6276,112.4291,2.6289,134.0785
9J4T,83,126.485,5,108.1538,1.3045,108.0416,1.3894,129.6273
9J4T,84,120.869,5,102.1671,2.6359,102.0168,2.5598,123.6941
9J4T,85,115.469,5,96.2462,0.7128,96.2628,0.6487,116.7194
9J4T,86,110.276,5,93.9311,1.8193,93.9551,1.8835,112.1738
9J4T,87,105.285,5,90.0804,0.9873,90.0868,0.9569,108.2852
9J4T,88,100.489,5,86.3077,0.5900,86.3256,0.5758,103.1147
9J4T,89,95.8813,5,81.0397,1.0695,81.1145,1.1579,95.9040
9J4T,90,91.4559,5,76.9030,1.1689,76.9196,1.2398,92.9379
9J4T,91,87.2068,5,74.0859,1.8315,74.1954,1.9147,88.5147
9J4T,92,83.1281,5,70.2489,0.4545,70.3743,0.6367,84.2542
9J4T,93,79.2139,5,66.0542,0.7659,66.2425,0.9093,80.5548
9J4T,94,75.4588,5,63.9908,1.4734,64.0109,1.4288,76.6273
9J4T,95,71.8574,5,61.1820,1.1589,61.3099,1.2163,72.7657
9J4T,96,68.4042,5,57.9617,0.6471,58.0771,0.5091,69.4378
9J4T,97,65.0944,5,54.3953,1.6146,54.4416,1.6799,66.0635
9J4T,98,61.9226,5,52.8700,1.1463,52.9898,1.2203,62.6760
9J4T,99,58.8844,5,49.6761,0.4593,49.7713,0.4599,59.6734
9J4T,100,55.9748,5,46.3060,0.8685,46.3135,0.8344,56.6199
9J4T,101,53.1893,5,43.6493,0.6321,43.7375,0.5564,53.0474
9J4T,102,50.5235,5,42.3008,0.9124,42.3564,0.9612,51.1734
9J4T,103,47.9731,5,40.3745,0.4948,40.3886,0.4156,48.4331
9J4T,104,45.5338,5,38.2068,0.4880,38.3274,0.4884,46.1593
9J4T,105,43.2016,5,36.1864,0.7606,36.3129,0.7053,43.7151
9J4T,106,40.9725,5,33.9128,0.4046,34.0701,0.5226,41.4903
9J4T,107,38.8428,5,32.4841,0.4245,32.5698,0.4250,39.5166
9J4T,108,36.8086,5,31.5661,0.1743,31.6588,0.1621,37.4809
9J4T,109,34.8665,5,28.5458,0.6064,28.6757,0.6501,35.2981
9J4T,110,33.0129,5,27.1565,0.8520,27.2611,0.8135,33.4318
9J4T,111,31.2443,5,25.9745,0.4415,26.1472,0.4074,31.5726
9J4T,112,29.5577,5,24.4450,0.6291,24.5986,0.5950,30.0167
9J4T,113,27.9497,5,22.9773,0.5150,23.1206,0.4650,27.8361
9J4T,114,26.4172,5,21.8652,0.3227,22.0752,0.3059,26.4478
9J4T,115,24.9573,5,20.3896,0.3081,20.5855,0.3680,24.8144
9J4T,116,23.5672,5,19.3326,0.4216,19.5152,0.4985,23.7292
9J4T,117,22.2439,5,18.5668,0.3743,18.6547,0.3233,22.0988
9J4T,118,20.9849,5,17.3862,0.4224,17.4854,0.3662,21.3537
9J4T,119,19.7874,5,16.2112,0.2794,16.4453,0.4185,19.9466
9J4T,120,18.649,5,15.4441,0.1378,15.6987,0.1316,18.6764
9J4T,121,17.5672,5,14.5408,0.2837,14.8176,0.2452,17.6715
9J4T,122,16.5396,5,13.7690,0.3351,14.0207,0.3478,16.7973
9J4T,123,15.564,5,13.0284,0.2054,13.3877,0.2173,15.5969
9J4T,124,14.6382,5,12.0805,0.1920,12.4113,0.2360,14.8916
9J4T,125,13.7599,5,11.4076,0.2327,11.7259,0.3199,13.8084
9J4T,126,12.9272,5,10.4812,0.1594,10.8811,0.1491,13.0312
9J4T,127,12.1381,5,10.0160,0.2310,10.5132,0.2878,12.0603
9J4T,128,11.3907,5,9.3786,0.1782,9.9492,0.1992,11.3632
9J4T,129,10.683,5,8.7128,0.2035,9.2252,0.1849,10.7721
9J4T,130,10.0134,5,8.3260,0.1716,8.9053,0.2064,9.9503
9J4T,131,9.38004,5,7.6379,0.2037,8.2262,0.0913,9.4666
9J4T,132,8.78137,5,7.2813,0.1192,7.8832,0.2042,8.6784
9J4T,133,8.21574,5,6.8278,0.1214,7.4530,0.2526,8.2200
9J4T,134,7.68164,5,6.3583,0.0829,7.0556,0.0825,7.5508
9J4T,135,7.17757,5,5.9909,0.1329,6.7627,0.1626,7.2537
9J4T,136,6.70213,5,5.5396,0.1344,6.3512,0.2671,6.7132
9J4T,137,6.25395,5,5.1021,0.1115,6.0088,0.1034,6.2583
9J4T,138,5.8317,5,4.8422,0.1113,5.7692,0.2657,5.8170
9J4T,139,5.43412,5,4.4888,0.1363,5.4959,0.1546,5.4099
9J4T,140,5.06001,5,4.1708,0.0601,5.1820,0.1928,5.0835
9J4T,141,4.7082,5,3.8925,0.0704,4.8701,0.1682,4.7361
9J4T,142,4.37757,5,3.6287,0.1246,4.7499,0.2093,4.3665
9J4T,143,4.06704,5,3.3826,0.1047,4.6560,0.1290,4.0740
9J4T,144,3.77558,5,3.0503,0.0487,4.4300,0.1112,3.7496
9J4T,145,3.50222,5,2.8270,0.0469,4.2335,0.1727,3.4592
9J4T,146,3.246,5,2.6783,0.0461,4.1424,0.1618,3.1835
9J4T,147,3.00601,5,2.4780,0.0511,3.9793,0.1839,3.0220
9J4T,148,2.7814,5,2.2851,0.0274,3.8871,0.1643,2.7723
9J4T,149,2.57133,5,2.0805,0.0404,3.8026,0.2067,2.5469
9J4T,150,2.37501,5,1.9348,0.0491,3.6898,0.2390,2.3798
9J4T,151,2.19168,5,1.7706,0.0235,3.6390,0.2675,2.1778
9J4T,152,2.02061,5,1.6205,0.0306,3.6048,0.2599,1.9816
9J4T,153,1.86112,5,1.5309,0.0274,3.5744,0.2082,1.8215
9J4T,154,1.71255,5,1.4146,0.0209,3.5500,0.1719,1.7084
9J4T,155,1.57426,5,1.2824,0.0320,3.4798,0.2032,1.5697
9J4T,156,1.44565,5,1.1682,0.0181,3.4493,0.2078,1.4087
9J4T,157,1.32616,5,1.0593,0.0287,3.4301,0.2171,1.3077
9J4T,158,1.21523,5,0.9642,0.0291,3.4103,0.2111,1.2066
9J4T,159,1.11236,5,0.9036,0.0164,3.3686,0.1940,1.0970
9J4T,160,1.01704,5,0.7987,0.0093,3.3190,0.2192,1.0331
9J4T,161,0.928804,5,0.6948,0.0080,3.2947,0.2196,0.1042
9J4T,162,0.847218,5,0.6033,0.0069,3.2759,0.2199,0.0917
9J4T,163,0.771854,5,0.5229,0.0059,3.2614,0.2199,0.0807
9J4T,164,0.702309,5,0.4522,0.0051,3.2504,0.2200,0.0709
9J4T,165,0.638207,5,0.3902,0.0044,3.2420,0.2199,0.0622
9J4T,166,0.579186,5,0.3360,0.0038,3.2356,0.2199,0.0545
9J4T,167,0.524908,5,0.2888,0.0032,3.2308,0.2198,0.0475
9J4T,168,0.475048,5,0.2476,0.0027,3.2273,0.2197,0.0414
9J4T,169,0.429305,5,0.2118,0.0023,3.2245,0.2195,0.0361
9J4T,170,0.38739,5,0.1808,0.0020,3.2225,0.2194,0.0313
9J4T,171,0.349033,5,0.1540,0.0017,3.2209,0.2192,0.0271
9J4T,172,0.313979,5,0.1309,0.0015,3.2198,0.2191,0.0235
9J4T,173,0.281986,5,0.1110,0.0013,3.2189,0.2190,0.0202
9J4T,174,0.252829,5,0.0940,0.0011,3.2183,0.2189,0.0174
9J4T,175,0.226295,5,0.0794,0.0009,3.2177,0.2188,0.0149
9J4T,176,0.202186,5,0.0670,0.0008,3.2174,0.2187,0.0128
9J4T,177,0.180312,5,0.0564,0.0008,3.2171,0.2187,0.0109
9J4T,178,0.160499,5,0.0475,0.0008,3.2168,0.2186,0.0094
9J4T,179,0.142582,5,0.0400,0.0009,3.2167,0.2186,0.0080
9J4T,180,0.126407,5,0.0337,0.0011,3.2165,0.2186,0.0068
9J4T,181,0.111832,5,0.0283,0.0010,3.2164,0.2185,0.0058
9J4T,182,0.0987208,5,0.0238,0.0012,3.2163,0.2185,0.0049
9J4T,183,0.0869503,5,0.0201,0.0013,3.2163,0.2184,0.0042
9J4T,184,0.0764038,5,0.0170,0.0014,3.2162,0.2184,0.0036
9J4T,185,0.0669735,5,0.0144,0.0014,3.2162,0.2184,0.0031
9J4T,186,0.0585587,5,0.0123,0.0016,3.2161,0.2183,0.0026
9J4T,187,0.0510671,5,0.0105,0.0017,3.2161,0.2183,0.0023
9J4T,188,0.0444124,5,0.0088,0.0015,3.2161,0.2183,0.0021
9J4T,189,0.0385154,5,0.0076,0.0015,3.2161,0.2183,0.0017
9J4T,190,0.0333026,5,0.0064,0.0013,3.2161,0.2183,0.0016
9J4T,191,0.0287066,5,0.0054,0.0010,3.2161,0.2183,0.0015
9J4T,192,0.0246654,5,0.0045,0.0008,3.2161,0.2182,0.0013
9J4T,193,0.021122,5,0.0038,0.0006,3.2161,0.2182,0.0012
9J4T,194,0.0180242,5,0.0031,0.0004,3.2160,0.2182,0.0011
9J4T,195,0.0153242,5,0.0025,0.0003,3.2161,0.2182,0.0010
9J4T,196,0.0129786,5,0.0020,0.0002,3.2161,0.2182,0.0010
9J4T,197,0.0109477,5,0.0015,0.0001,3.2161,0.2181,0.0009
9J4T,198,0.00919558,5,0.0011,0.0001,3.2161,0.2181,0.0008
9J4T,199,0.00768951,5,0.0007,0.0000,3.2161,0.2181,0.0007
9J4T,200,0.00640001,5,0.0000,0.0000,3.2161,0.2181,0.0007
9RXM,1,2485.54,5,2485.9992,48.2304,2486.0838,48.2997,
9RXM,2,2412.94,5,2147.1363,28.2563,2147.1267,28.1965,2611.6890
9RXM,3,2342.16,5,2039.5261,18.5755,2039.6901,18.5934,2451.6636
9RXM,4,2273.18,5,1985.4384,53.3172,1985.3359,53.1943,2293.8775
9RXM,5,2205.94,5,1914.8985,52.8999,1915.0206,52.7982,2306.0552
9RXM,6,2140.41,5,1868.3536,42.3717,1868.3857,42.3527,2156.6963
9RXM,7,2076.56,5,1806.0034,37.1318,1806.0751,37.0810,2147.7439
9RXM,8,2014.35,5,1781.0631,29.9199,1781.1679,29.9223,2083.6876
9RXM,9,1953.74,5,1685.9240,26.1437,1685.9185,26.1999,2023.9862
9RXM,10,1894.71,5,1646.3165,37.8232,1646.3629,37.8180,1975.7998
9RXM,11,1837.2,5,1606.9202,29.1422,1607.0114,29.0005,1882.3572
9RXM,12,1781.21,5,1547.2625,26.5935,1547.3791,26.5667,1838.5917
